Phrase,label
"not only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department",Positive
to please its intended audience -- children -- without placing their parents in a coma-like state,Positive
hooked on the delicious pulpiness of its lurid fiction,Positive
sex,Positive
poetic,Positive
fails on its own,Negative
"Tartakovsky 's team has some freakish powers of visual charm ,",Positive
"One of recent memory 's most thoughtful films about art , ethics , and the cost of moral compromise .",Positive
slapstick,Positive
embarrassingly,Negative
little morality tale,Positive
you second-guess your affection for the original,Negative
", you 'd probably turn it off , convinced that you had already seen that movie .",Negative
"funny , uplifting and moving",Positive
uplifting and moving,Positive
meaty subject,Positive
would have a hard time sitting through this one,Negative
is it a monsterous one,Negative
is downright movie penance,Positive
right at home in this French shocker,Positive
Love,Positive
Does n't live up to the exalted tagline,Negative
", I suspect , would have a hard time sitting through this one .",Negative
out mediocre,Negative
"When cowering and begging at the feet a scruffy Giannini , Madonna gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game .",Positive
fears,Negative
in short,Negative
Reign,Positive
strong themes of familial ties and,Positive
"one whose view of America , history and the awkwardness of human life is generous and deep",Positive
sexy,Positive
of corny dialogue and preposterous moments,Negative
Too clumsy in key moments,Negative
"directed , barely",Negative
"Violent , vulgar and forgettably entertaining",Negative
"spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion .",Negative
a love story as sanguine,Negative
less psycho,Positive
maintaining the appearance of clinical objectivity,Positive
the right time in the history of our country,Positive
"offbeat humor , amusing characters , and",Positive
"In an era where big stars and high production values are standard procedure , Narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve .",Positive
have rarely seen,Positive
one of the best war movies ever made,Positive
waxes poetic far too much for our taste,Negative
the few ` cool ' actors,Positive
"fails on its own , but",Negative
"gets under the skin of a man we only know as an evil , monstrous lunatic",Negative
truest sense,Positive
to call the film ` refreshing,Positive
"has an ambition to say something about its subjects , but not a willingness .",Negative
the director 's experiment,Positive
's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison,Positive
"achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars",Positive
ploughing the same furrow once too often,Negative
injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .,Positive
storytellers,Positive
"Hampered -- no , paralyzed -- by a self-indulgent script",Negative
perfectly,Positive
an epic,Positive
"fact ,",Positive
nearly epic,Positive
's definite room for improvement,Negative
the likes of which mainstream audiences have rarely seen,Positive
very good time,Positive
perfectly entertaining summer diversion,Positive
"Tartakovsky 's team has some freakish powers of visual charm , but",Positive
"despite the gratuitous cinematic distractions impressed upon it , is still good fun .",Positive
one of the few ` cool ' actors who never seems aware of his own coolness,Positive
of exotic creatures,Positive
this rather convoluted journey,Negative
dupe the viewer,Negative
see it,Positive
rich,Positive
photographed and staged by Mendes with a series of riveting set pieces the likes of which mainstream audiences have rarely seen,Positive
the strength of their own cleverness,Positive
winning,Positive
tackled a meaty subject,Positive
A well-made but emotionally scattered film whose hero gives his heart only to the dog,Positive
you 'd expect -- but nothing more,Negative
good time,Positive
gorgeously atmospheric meditation,Positive
", it wears out its welcome as tryingly as the title character .",Negative
unimaginative,Negative
"when the explosions start , they fall to pieces",Negative
well together,Positive
puts them into a battle of wills that is impossible to care about and is n't very funny,Negative
well-wrought,Positive
could force you to scratch a hole in your head .,Negative
"its courage , ideas , technical proficiency and great acting",Positive
gives his heart,Positive
is still good fun,Positive
their outrageousness,Positive
", self-indulgent and maddening",Negative
a perfect performance that captures the innocence and budding demons within a wallflower,Positive
you wo n't be disappointed,Positive
"Do n't judge this one too soon - it 's a dark , gritty story but it takes off in totally unexpected directions and keeps on going .",Positive
"Winds up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars",Positive
a happy ending,Positive
imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama,Positive
that hews out a world and carries us effortlessly from darkness to light,Positive
"Thanks largely to Williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film",Negative
makes for some glacial pacing early on,Negative
with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub,Negative
more interested in entertaining itself than in amusing us,Negative
"... it 's as comprehensible as any Dummies guide , something even non-techies can enjoy .",Positive
sustain interest,Positive
in love with myth,Positive
a defiantly retro chord,Positive
It 's not a particularly good film,Negative
Hollywood kids,Positive
A rip-roaring comedy action fest that 'll put hairs on your chest .,Positive
Wild film,Positive
trembling and gratitude,Positive
trusted audiences,Positive
mongrel,Negative
"having much that is fresh to say about growing up Catholic or , really , anything",Positive
a juicy soap opera,Positive
improved .,Positive
begins as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters .,Positive
"crass , contrived sequels",Negative
then knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest .,Negative
"as looking , sounding and simply feeling like no other film in recent history",Positive
Its generic villains lack any intrigue -LRB- other than their funny accents -RRB-,Negative
fatal script error,Negative
the number of tumbleweeds blowing through the empty theatres,Negative
"But arriving at a particularly dark moment in history , it offers flickering reminders of the ties that bind us .",Positive
its splendor,Positive
returns to narrative filmmaking with a visually masterful work of quiet power,Positive
"compressed into an evanescent , seamless and sumptuous stream of consciousness .",Positive
non-techies can enjoy,Positive
an artist who is simply tired,Negative
visually ugly,Negative
refreshingly,Positive
"Green is -RRB- the comedy equivalent of Saddam Hussein , and I 'm just about ready to go to the U.N. and ask permission for a preemptive strike .",Negative
just right,Positive
favor of gags that rely on the strength of their own cleverness,Positive
"In fact , even better",Positive
allows Americans to finally revel in its splendor,Positive
it takes a sudden turn and devolves into a bizarre sort of romantic comedy,Negative
over-indulgent,Negative
what made old-time B movies good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion,Positive
roiling black-and-white inspires trembling and gratitude .,Positive
a sudden turn and devolves,Negative
but not sophomoric -RRB-,Positive
", introspective and entertaining",Positive
brings the proper conviction,Positive
completely misses its emotions,Negative
created a monster,Negative
The punch lines that miss,Negative
fails,Negative
"a brilliantly played , deeply unsettling experience",Positive
of playing with narrative form,Positive
with memorable zingers,Positive
stroke,Negative
by a self-indulgent script,Negative
sophomoric,Negative
convincing,Positive
a lot richer than the ones,Positive
"An uncluttered , resonant gem that relays its universal points without lectures or confrontations .",Positive
familial,Positive
Trouble Every Day is a plodding mess .,Negative
get the impression that writer and director Burr Steers knows the territory,Positive
A thoughtful and surprisingly affecting portrait,Positive
", twisty yarn",Positive
off the path of good sense,Negative
various amusing sidekicks add much-needed levity to the otherwise bleak tale,Positive
"Hatfield and Hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications",Positive
A mildly enjoyable if toothless adaptation of a much better book,Positive
takes off in totally unexpected directions and,Positive
resonant,Positive
Favor,Positive
-RRB-,Positive
... is so pat it makes your teeth hurt .,Negative
document,Positive
"Inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening",Positive
the director 's,Positive
are in tatters,Negative
a film that are still looking for a common through-line,Negative
more enjoyable than I expected,Positive
of a beautifully sung holiday carol,Positive
barely defensible sexual violence to keep it interested,Negative
veers from its comic course,Negative
idealism American,Positive
tired,Negative
they do n't fit well together and neither is well told,Negative
"serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool .",Positive
cliched,Negative
", from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner",Positive
of quiet power,Positive
provide an enjoyable 100 minutes in a movie theater,Positive
evolves,Positive
"'re the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid .",Negative
cinematic poem,Positive
stylized Swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters .,Positive
bad,Negative
"the film does n't end up having much that is fresh to say about growing up Catholic or , really , anything .",Negative
with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama,Positive
in which a high school swimming pool substitutes for a bathtub,Negative
Thanks to confident filmmaking and a pair of fascinating performances,Positive
cliched dialogue and perverse escapism a source of high hilarity,Negative
melodramatic denouement,Negative
get more re-creations of all those famous moments from the show,Positive
stylized Swedish fillm about a modern city where all the religious and civic virtues that hold society in place are in tatters,Positive
", uplifting and moving",Positive
Evokes the style and flash of the double-cross that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun .,Positive
coma-like state,Negative
this Wild film,Positive
generic villains,Negative
renowned,Positive
cleverness,Positive
"Written , flatly , by David Kendall",Negative
's a fairy tale that comes from a renowned Indian film culture that allows Americans to finally revel in its splendor .,Positive
the delicate forcefulness,Positive
has made a movie that will leave you wondering about the characters ' lives after the clever credits roll .,Positive
juicy soap opera,Positive
transcends,Positive
uncluttered,Positive
that sometimes the dreams of youth should remain just that,Negative
dream,Positive
"'s still a sweet , even delectable diversion",Positive
Smoke Signals,Positive
run-of-the-mill,Negative
waste,Negative
of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own,Positive
intrigue,Positive
they do n't fit well together,Negative
Entertains not so much,Negative
joy,Positive
"Hampered -- no , paralyzed -- by a self-indulgent script ...",Negative
Wiseman 's warmest,Positive
"that one can honestly describe as looking , sounding and simply feeling like no other film in recent history",Positive
"Comes across as a relic from a bygone era , and its convolutions ... feel silly rather than plausible",Negative
Poor editing,Negative
cuter,Positive
frothing,Negative
"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .",Negative
that does the nearly impossible,Positive
"no , paralyzed",Negative
worth taking,Positive
little catch,Positive
the movie is more interested in entertaining itself than in amusing us,Negative
tragedies,Negative
"Not about scares but a mood in which an ominous , pervasive , and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense .",Positive
kooky and overeager as it is spooky and subtly in love with myth,Positive
"Comes across as a relic from a bygone era , and its convolutions ... feel silly rather than plausible .",Negative
as a workable primer for the region 's recent history,Positive
"running around , screaming",Negative
enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest,Negative
Best,Positive
", Narc strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve .",Positive
to get bogged down in earnest dramaturgy,Negative
"spirals downward , and",Negative
"Inventive , fun",Positive
"strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve",Positive
"The movie is silly beyond comprehension , and",Negative
runaway success,Positive
strength,Positive
downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness,Positive
"A smart , provocative drama that does the nearly impossible : It gets under the skin of a man we only know as an evil , monstrous lunatic",Positive
Uneven,Negative
injects just enough freshness into the proceedings,Positive
Initial strangeness inexorably gives way to rote sentimentality and,Negative
"betrayal , deceit and murder",Negative
pretentiousness,Negative
Love -- very much,Positive
is just an overexposed waste of film,Negative
has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers,Positive
rare capability to soothe and break your heart with a single stroke,Positive
created a monster but did n't know how to handle it .,Negative
into rambling incoherence,Negative
the innocence,Positive
"impeccable pedigree , mongrel pep",Positive
a big splash,Positive
"up being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars",Positive
hurt,Negative
"Highly recommended viewing for its courage , ideas , technical proficiency and great acting .",Positive
has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers .,Positive
surprisingly ` solid ',Positive
I do n't see the point,Negative
"It 's more enjoyable than I expected , though , and that 's because the laughs come from fairly basic comedic constructs",Positive
The major problem with Windtalkers,Negative
all blown up to the size of a house,Negative
a stirring visual sequence like a surge through swirling rapids or a leap from pinnacle to pinnacle,Positive
a fairy tale,Positive
downright intoxicating,Positive
demanding regular shocks and bouts of barely defensible sexual violence to keep it interested,Negative
Entertains not,Negative
riveting,Positive
Contrived,Negative
'd probably turn it off,Negative
parapsychological phenomena and the soulful nuances,Positive
some powerful people,Positive
maddening,Negative
", it 's just as wonderful on the big screen .",Positive
"of an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form",Negative
", Godfrey Reggio 's career shines like a lonely beacon .",Positive
"'s little to recommend Snow Dogs , unless one considers cliched dialogue and perverse escapism a source of high hilarity .",Negative
murder,Negative
are Oscar-size,Positive
terrific 10th-grade learning tool,Positive
"It is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound .",Negative
-LRB- Scherfig -RRB- has made a movie that will leave you wondering about the characters ' lives after the clever credits roll .,Positive
romantic comedy boilerplate,Negative
shows us a slice of life that 's very different from our own and yet instantly recognizable .,Positive
high production values,Positive
delivers real bump-in - the-night chills,Positive
script error,Negative
visually masterful work,Positive
"There 's a scientific law to be discerned here that producers would be well to heed : Mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces .",Negative
"Tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality",Negative
definite room for improvement,Negative
rehashes several old themes and is capped with pointless extremes,Negative
joyous,Positive
damned,Negative
"of an artist , one whose view of America , history and the awkwardness of human life is generous and deep",Positive
He 's one of the few ` cool ' actors who never seems aware of his own coolness .,Positive
"created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history",Positive
of one man 's quest to be president,Positive
the five writers,Positive
", the film is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama",Positive
right stuff,Positive
Fresnadillo has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense .,Positive
"Invigorating , surreal , and resonant with a rainbow",Positive
to finally revel in its splendor,Positive
it would still be beyond comprehension,Negative
's brilliant ` Videodrome,Positive
fairly involving as far as it goes,Positive
A welcome relief from baseball movies that try too hard to be mythic,Positive
"fails on its own , but makes you second-guess your affection for the original",Negative
A very funny romantic comedy about two skittish New York middle-agers who stumble into a relationship and then,Positive
lazy,Negative
omits,Negative
"Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose , and it 's there on the screen in their version of The Quiet American .",Positive
compelling,Positive
Initial strangeness,Negative
a stirring visual sequence,Positive
honestly,Positive
", Steven Shainberg 's adaptation of Mary Gaitskill 's harrowing short story ... is a brilliantly played , deeply unsettling experience .",Positive
"gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste .",Negative
fast fade,Negative
-LRB- but ultimately silly,Negative
rooted in a sincere performance,Positive
to the phrase ` fatal script error,Negative
depress you,Negative
beaten,Negative
rot,Negative
awkwardly contrived exercise,Negative
"A smart , arch and rather cold-blooded comedy",Positive
"crafted ,",Positive
This 100-minute movie only has about 25 minutes of decent material .,Negative
assault,Negative
enjoyable 100 minutes,Positive
", and",Positive
delectable,Positive
a self-indulgent script,Negative
"Written , flatly , by David Kendall and directed , barely , by There 's Something About Mary co-writer Ed Decter .",Negative
generous and deep,Positive
splendor,Positive
More sophisticated and literate than such pictures usually are ... an amusing little catch,Positive
Beautifully,Positive
dragons,Negative
gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game .,Positive
that some movie formulas do n't need messing with,Positive
narcissistic,Negative
"Swimming gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner .",Positive
is one of world cinema 's most wondrously gifted artists,Positive
smug self-satisfaction,Negative
delivers a perfect performance that captures the innocence and budding demons within a wallflower,Positive
a silly -LRB- but not sophomoric -RRB- romp,Positive
so intimate and sensual and funny,Positive
solid performances and eerie atmosphere,Positive
capped with pointless extremes,Negative
is so consistently unimaginative that probably the only way to have saved the film is with the aid of those wisecracking Mystery Science Theater 3000 guys .,Negative
a loony melodramatic denouement,Negative
cinematic experience,Positive
enough laughs to sustain interest to the end,Positive
's inoffensive and actually rather sweet,Positive
honest insight,Positive
"The increasingly diverse French director has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history .",Positive
bad bluescreen,Negative
less blab,Negative
best war movies,Positive
rot and hack,Negative
try to avoid,Negative
"unsettling , memorable cinematic experience",Positive
"is fresh to say about growing up Catholic or , really , anything",Positive
a scientific law to be discerned here that producers would be well to heed,Negative
violent,Negative
"as an evil , monstrous lunatic",Negative
"Cho 's face is -RRB- an amazing slapstick instrument , creating a scrapbook of living mug shots .",Positive
from pinnacle to pinnacle,Positive
does n't leave you with much,Negative
-- and it is n't that funny .,Negative
earnest emotional core,Positive
plays like some weird Masterpiece Theater sketch with neither,Negative
through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel,Negative
confrontations,Negative
", it would still be beyond comprehension",Negative
hellish,Negative
they fall to pieces,Negative
One senses,Positive
"'d probably turn it off , convinced that you had already seen that movie .",Negative
Well-done,Positive
never dull,Positive
"of America , history and the awkwardness of human life",Positive
hooked on the delicious pulpiness of its lurid fiction .,Positive
positively thrilling combination,Positive
fascinating,Positive
is capped with pointless extremes,Negative
summer blockbuster,Positive
bind us,Negative
's just as wonderful on the big screen .,Positive
mawkish self-parody,Negative
unfocused,Negative
about otherwise dull subjects,Negative
few ` cool ' actors,Negative
Disney,Positive
captures the innocence and budding demons within a wallflower,Positive
not mean-spirited,Positive
a summer of good stuff,Positive
a case study that exists apart from all the movie 's political ramifications,Positive
More sophisticated and,Positive
"the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes .",Positive
homage,Positive
"Written , flatly , by David Kendall and directed , barely , by There",Negative
a complex story,Positive
The major problem with Windtalkers is that the bulk of the movie centers on the wrong character .,Negative
its comic course,Positive
achieved,Positive
Eerily accurate depiction,Positive
"fascinating , dark thriller",Positive
as the original,Positive
drawn engaging characters while peppering the pages with memorable zingers,Positive
the new scenes interesting,Positive
does its predecessors proud .,Positive
filmmaking with a visually masterful work of quiet power,Positive
a couple of aborted attempts,Negative
least,Negative
of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison,Positive
a comedy to start a reaction,Positive
a bonus feature,Positive
"an artist , one whose view of America , history and the awkwardness of human life is generous and deep",Positive
run-of-the-mill action,Negative
"is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound .",Negative
serves as a workable primer for the region 's recent history,Positive
of moral compromise,Positive
for the earnest emotional core,Positive
clunky,Negative
"Earnest ,",Positive
totally unexpected directions,Positive
"Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose",Positive
in the reassuring manner of a beautifully sung holiday carol,Positive
champion,Positive
"in their cheap , B movie way , they succeed",Positive
Reggio 's,Positive
thuds,Negative
rush,Negative
without placing their parents in a coma-like state,Positive
", I do n't see the point",Negative
a hole in your head,Negative
clips of a film that are still looking for a common through-line,Negative
no reason to exist,Negative
", it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool .",Positive
The movie 's progression,Positive
"the runaway success of his first film , The Full Monty ,",Positive
plodding mess,Negative
The latest vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen .,Negative
This is a heartfelt story ... it just is n't a very involving one,Negative
of the pool with an utterly incompetent conclusion,Negative
"a sweet , even delectable diversion",Positive
generous,Positive
incompetent,Negative
"Tells a fascinating , compelling story .",Positive
to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product,Negative
"a relic from a bygone era , and its convolutions ... feel silly rather than plausible",Negative
"recommended viewing for its courage , ideas , technical proficiency and great acting .",Positive
It 's like a drive-by .,Negative
Tartakovsky 's team has some freakish powers of visual charm,Positive
Love --,Positive
transcends the boy-meets-girl posturing of typical love stories .,Positive
The movie is silly beyond comprehension,Negative
off,Negative
", they succeed",Positive
easily,Positive
sweet,Positive
a gorgeously atmospheric meditation on life-changing chance encounters,Positive
"Entertains not so much because of its music or comic antics , but through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel .",Negative
"sad , occasionally horrifying but often inspiring film",Positive
less-is-more approach,Positive
juicy,Positive
powerful and moving,Positive
is n't very funny,Negative
had to endure last summer,Negative
Transforms one of -LRB- Shakespeare 's -RRB- deepest tragedies into a smart new comedy .,Positive
matches the page-turning frenzy,Positive
a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own,Positive
keen,Positive
"Some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale ,",Positive
really special walk,Positive
"that other Imax films do n't : chimps , lots of chimps , all blown up to the size of a house",Negative
stylized with a touch of John Woo bullet ballet .,Positive
that attracts the young and fit,Positive
emotionally scattered film,Negative
stooping,Negative
"its courage ,",Positive
It 's hard to say who might enjoy this,Negative
"emphasizes the Q in Quirky , with mixed results .",Negative
start to drag as soon as the action speeds up,Negative
than to employ Hollywood kids and people who owe,Positive
self-indulgent and,Negative
weird,Negative
"A breezy blend of art , history , esoteric musings and philosophy .",Positive
that leaps over national boundaries and celebrates universal human nature,Positive
terror,Negative
"about art , ethics , and the cost of moral compromise",Positive
"An uncluttered , resonant gem that relays its universal points without lectures or confrontations",Positive
"right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner",Positive
seems to be coasting .,Negative
aims to shock,Positive
Sleek,Positive
"the unnamed , easily substitutable forces",Negative
"There 's a scientific law to be discerned here that producers would be well to heed : Mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces",Negative
dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product,Negative
splash,Positive
A breezy blend,Positive
inoffensive and actually rather sweet,Positive
parapsychological,Positive
it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own .,Positive
a really special walk,Positive
More sophisticated and literate than such pictures usually are ... an amusing little catch .,Positive
emphasizes the well-wrought story and,Positive
unfortunately,Negative
"A welcome relief from baseball movies that try too hard to be mythic , this one is a sweet and modest and ultimately winning story .",Positive
darkness,Negative
Austin Powers films,Positive
the director 's experiment is a successful one .,Positive
PG-13,Positive
"is depressing , ruthlessly pained and depraved",Positive
screwed-up,Negative
"a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements",Positive
"Before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , Steven Shainberg 's adaptation of Mary Gaitskill 's harrowing short story ... is a brilliantly played , deeply unsettling experience .",Positive
beaten to a pulp in his Dangerous Game,Negative
a convincing case that one woman 's broken heart outweighs all the loss we witness,Positive
well-intentioned,Positive
"is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff",Positive
are more deeply thought through than in most ` right-thinking ' films,Positive
page-turning,Positive
"has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history .",Positive
weirdly engaging and unpredictable character pieces,Positive
"`` Spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .",Positive
any summer blockbuster,Positive
's definite room for improvement .,Negative
"'s a dark , gritty story",Positive
takes off in totally unexpected directions,Positive
", easily substitutable",Negative
visible enthusiasm,Positive
struggle,Negative
idealistic kid,Positive
"feels like very light Errol Morris , focusing on eccentricity but failing , ultimately , to make something bigger out of its scrapbook of oddballs .",Negative
its scrapbook of oddballs,Negative
Intriguing,Positive
", occasionally horrifying but often inspiring film",Positive
Wild,Positive
The dragons are the real stars of Reign of Fire and you wo n't be disappointed .,Positive
The film rehashes several old themes and is capped with pointless extremes --,Negative
a monster,Negative
Well-done supernatural thriller with keen insights,Positive
Devos delivers a perfect performance that captures the innocence and budding demons within a wallflower .,Positive
His work transcends the boy-meets-girl posturing of typical love stories .,Positive
those famous moments,Positive
to soothe and break your heart with a single stroke,Positive
enjoy this,Positive
preach exclusively to the converted .,Negative
is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating,Negative
Now as a former Gong Show addict,Positive
"unfortunately , outnumber the hits by three-to-one .",Negative
of Steven Spielberg 's Schindler 's List,Positive
the film is just a corny examination of a young actress trying to find her way .,Negative
oddest,Negative
good things,Positive
grace,Positive
"Writer\/director Burr Steers emphasizes the Q in Quirky , with mixed results .",Positive
a monsterous one,Negative
blockbuster,Positive
interesting,Positive
powerful and,Positive
The Importance of Being Earnest,Positive
that will keep them guessing,Positive
the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling,Positive
far too much,Negative
demons,Negative
is a successful one,Positive
swirling,Positive
perfect performance,Positive
"More vaudeville show than well-constructed narrative ,",Negative
"Ice Age is the first computer-generated feature cartoon to feel like other movies , and",Positive
"a clunky TV-movie approach to detailing a chapter in the life of the celebrated Irish playwright , poet and drinker",Negative
high,Positive
thriller,Positive
made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun,Positive
successful one,Positive
silly rather than,Negative
"I still like Moonlight Mile , better judgment be damned .",Positive
like a surge through swirling rapids or a leap from pinnacle to pinnacle,Positive
it 's just as wonderful on the big screen .,Positive
to Lawrence 's over-indulgent tirade,Negative
leaps over national boundaries,Positive
that you had already seen that movie,Negative
Swedish,Positive
"spirals downward , and thuds to the bottom of the pool with an utterly incompetent conclusion",Negative
"Kung Pow is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that .",Negative
"because of its music or comic antics , but through the perverse pleasure of watching Disney scrape the bottom of its own cracker barrel",Negative
's more enjoyable than I expected,Positive
need more X and less blab .,Negative
contrived sequels,Negative
a meaty subject,Positive
if it were n't silly,Negative
big splash,Positive
ethics,Positive
proficiency,Positive
technical proficiency,Positive
"swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements",Positive
"Sillier , cuter ,",Positive
a workable primer,Positive
hard to be mythic,Negative
"nostalgic , twisty yarn",Positive
incomprehensible,Negative
Some of the computer animation is handsome,Positive
luscious,Positive
", contrived sequels",Negative
positively,Positive
"a tenacious , humane fighter",Positive
makes this rather convoluted journey worth taking,Positive
clumsy,Negative
"sweet , even delectable diversion",Positive
Nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises,Negative
"Seeing as the film lacks momentum and its position remains mostly undeterminable , the director 's experiment is a successful one .",Positive
pointless extremes,Negative
pleasure,Positive
a source of high hilarity,Positive
in tatters,Negative
by trying to distract us with the solution to another,Negative
"offbeat humor , amusing characters",Positive
"Tartakovsky 's team has some freakish powers of visual charm , but the five writers slip into the modern rut of narrative banality .",Negative
to make a big splash,Positive
revelatory,Positive
a war-ravaged land,Negative
sharp movie,Positive
difficult but worthy film,Positive
a thoughtful what-if for the heart as well as the mind,Positive
a perfectly entertaining summer diversion,Positive
tragedy,Negative
keen insights,Positive
does its predecessors proud,Positive
returns to narrative filmmaking with a visually masterful work of quiet power .,Positive
soulful nuances,Positive
"But it has an ambition to say something about its subjects , but not a willingness .",Negative
One of those joyous films that leaps over national boundaries and celebrates universal human nature .,Positive
her best,Positive
"Witty and often surprising , a dark little morality tale disguised as a romantic comedy .",Positive
", the director 's experiment is a successful one .",Positive
is so pat it makes your teeth hurt .,Negative
not sophomoric,Positive
have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation,Positive
with some powerful people,Positive
literate,Positive
plainly dull and visually ugly,Negative
opposed to the extent of their outrageousness,Positive
often inspiring,Positive
the comedy equivalent of Saddam Hussein,Negative
vulgar,Negative
"Some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but",Positive
"'s still a sweet , even delectable diversion .",Positive
horror,Negative
There 's a great deal of corny dialogue and preposterous moments .,Negative
of gags that rely on the strength of their own cleverness,Positive
a thoughtful what-if,Positive
it makes your teeth hurt,Negative
"an impeccable pedigree , mongrel pep , and almost indecipherable plot complications",Negative
"An earnest , roughshod document",Positive
intellectual lector in contemplation of the auteur 's professional injuries,Positive
into pomposity and pretentiousness,Negative
to light,Positive
An awkwardly contrived exercise in magic realism,Negative
hold society in place,Positive
