Phrase,Sentiment
"pointless , meandering",0
relationships,2
like an extreme action-packed film with a hint of humor,3
Director Claude Chabrol,3
means to face your fears,3
"this gentle , mesmerizing portrait",3
most delightful moments,3
a movie that grips and holds you in rapt attention from,4
spot-on,4
This 100-minute movie only has about 25 minutes of decent material .,1
her cheery and tranquil suburban life,3
The difference is that I truly enjoyed most of Mostly Martha while I ne,3
"This movie may not have the highest production values you 've ever seen ,",1
very different from our own and yet instantly recognizable,3
law to be discerned here that producers would be well to heed,1
Chalk it up as the worst kind of hubristic folly .,0
ensemble cast romances recently,3
the Holocaust escape story,3
this deeply moving French drama develops a startling story that works both as a detailed personal portrait and as a rather frightening examination of modern times .,3
tiresome,1
is obviously a labour of love,3
A triumph,4
when,2
3000 guys,2
A visual spectacle full of stunning images and effects,4
very,2
suitably anonymous chiller,3
have taken an small slice of history and opened it up for all of us to understand,4
was a deserved co-winner of the Audience Award for documentaries at the Sundance Film Festival,3
a battle of wills that is impossible to care about and is n't very funny,1
sharp as the original,4
screen,2
humane fighter,3
Despite the opulent lushness of every scene,3
"makes you ache with sadness -LRB- the way Chekhov is funny -RRB- , profound without ever being self-important",3
"sharp comedy ,",4
incredible IMAX sound system,4
Press the delete key .,0
this romantic comedy,3
can tolerate the redneck-versus-blueblood cliches that the film trades in,3
enjoying the big-screen experience,4
an enthusiastic charm in Fire that makes the formula fresh again,4
the land,3
A French film with a more down-home flavor .,3
"works spectacularly well ... A shiver-inducing , nerve-rattling ride .",4
the script 's endless assault of embarrassingly ham-fisted sex jokes,1
is a frustrating patchwork : an uneasy marriage of Louis Begley 's source novel -LRB- About Schmidt -RRB- and an old Payne screenplay .,0
"Hopkins , squarely fills the screen .",4
worked wonders with the material,4
enter and accept another world,3
"Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations",3
More of the same old garbage,0
has something serious to say about the ways in which extravagant chance can distort our perspective and throw us off the path of good sense,3
a familiar anti-feminist equation -LRB- career - kids = misery -RRB-,3
"as Patriot Games can still turn out a small , personal film with an emotional wallop",3
After that it becomes long and tedious like a classroom play in a college history course .,0
brow,3
hilarious writer-director himself,4
"Home Movie will leave you wanting more , not to mention leaving you with some laughs and a smile on your face .",4
"entertaining , but forgettable",3
rooted in a sincere performance,3
confident enough,3
that is a self-glorified Martin Lawrence lovefest,2
are not to be dismissed .,3
better after Foster,3
intelligent manner,3
thoughtful and unflinching,3
rouses,2
great to begin with,3
a surgeon mends a broken heart ; very meticulously but without any passion,1
intense and,3
Their contrast,3
sequels,2
it 's a sit down and ponder affair,3
that it 's difficult not to cuss him out severely for bungling the big stuff,1
", often hilarious romantic jealousy comedy",4
rote,2
feels,2
A special kind of movie,3
to generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal,3
cerebral,3
"'s a powerful though flawed movie , guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today",4
"Film aficionados can not help but love Cinema Paradiso , whether the original version or new Director 's Cut . '",3
responsible for this illuminating comedy,3
"a beautiful film ,",4
local,3
Horrendously amateurish filmmaking that is plainly dull and visually ugly when it is n't incomprehensible .,0
makes this rather convoluted journey worth taking,4
Kaufman and Jonze take huge risks to ponder the whole notion of passion,3
that manages to have a good time as it doles out pieces of the famous director 's life,3
is a VH1 Behind the Music special that has something a little more special behind it : music that did n't sell many records but helped change a nation .,3
the most highly-praised disappointments I,1
Contrived,1
in a neat way,3
in its characterizations,3
effortless,4
a masterpiece --,4
"Intensely romantic , thought-provoking and even an engaging mystery .",4
embraces life in public,3
"phenomenal , especially",4
big stars and high production values,3
float like butterflies and the spinning styx sting like bees .,3
good movie,3
top-notch cast,4
what a thrill ride,4
fierce competition,3
a psycho,1
"perfectly acceptable ,",3
n't,2
gives new meaning to the phrase ` fatal script error,1
There has been a string of ensemble cast romances recently ... but Peter Mattei 's Love in the Time of Money sets itself apart by forming a chain of relationships that come full circle to end on a positive -LRB- if tragic -RRB- note .,3
draw attention to itself,3
spirituality that are powerful and moving without stooping to base melodrama,4
A live-wire film that,3
", Treasure Planet is truly gorgeous to behold .",4
"Beautifully shot , delicately scored and powered by a set of heartfelt performances , it 's a lyrical endeavour .",4
"Kids will love its fantasy and adventure , and",3
"Blisteringly rude , scarily funny , sorrowfully sympathetic to the damage it surveys , the film has in Kieran Culkin a pitch-perfect Holden .",4
blazingly alive and admirable on many levels,4
"Thoughtless ,",1
The animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst .,4
the director,2
incredibly captivating,4
good in Pauline & Paulette,3
has a genuine dramatic impact,3
to the most enchanting film of the year,4
powerful sequel,4
"has transformed the rhetoric of Hollywood melodrama into something provocative , rich , and strange .",4
well-made,4
national treasure,3
` solid ',2
"a powerful , naturally dramatic piece of low-budget filmmaking",4
life,3
the funniest idea,3
"If a horror movie 's primary goal is to frighten and disturb , then They works spectacularly well ... A shiver-inducing , nerve-rattling ride .",4
who could too easily become comic relief in any other film --,3
greatest adventure,4
and surehanded direction,4
bewilderingly brilliant,3
"to the bravery and dedication of the world 's reporters who willingly walk into the nightmare of war not only to record the events for posterity , but to help us",3
Woo,3
immense,3
joyful,4
of Sarah and Harrison,2
trusts the story it sets out to tell,3
arriving,2
love song,3
is if you have a case of masochism and an hour and a half to blow,0
Jacquot preserves Tosca 's intoxicating ardor through his use of the camera .,3
sitting,2
lets,2
"If the real-life story is genuinely inspirational , the movie stirs us as well .",4
Harrison,2
wretchedly unfunny wannabe comedy,0
cinematic distractions,2
soulful,3
laughed so much that I did n't mind,4
irritating soul-searching garbage .,0
languorous charm,3
sad,1
"properly intense , claustrophobic tale",3
beyond,2
some of the magic we saw in Glitter here in Wisegirls,3
's Something About Mary co-writer Ed Decter .,2
"love , history , memory , resistance and artistic transcendence",3
"offbeat humor , amusing characters",4
"is Leguizamo 's best movie work so far , a subtle and richly internalized performance .",4
second-guess your affection,2
a pleasure to watch,3
"more than makes up for in drama , suspense , revenge , and romance .",3
making it one of the best war movies ever made,4
thoughtful and unflinching examination,3
One of the pleasures in Walter 's documentary,3
South Korea 's future,3
sounding like satire,2
the boobs are fantasti,3
", it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own .",3
The kind of sense of humor that derives from a workman 's grasp of pun and entendre and its attendant,3
manages to generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal .,3
a monumental achievement,4
"invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games",4
into,2
"catch the pitch of his poetics , savor the pleasure of his sounds and images , and ponder the historical , philosophical , and ethical issues that intersect with them",3
silly rather than,1
all the religious and civic virtues,2
"-LRB- the film -RRB- works , due mostly to the tongue-in-cheek attitude of the screenplay .",3
sixties ' rockumentary milestones,3
its occasional charms,3
Bielinsky 's great game,3
show a remarkable ability to document both sides of this emotional car-wreck,4
skin,2
races and rackets,3
it is a great film .,4
downright Hitchcockian,3
"serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool .",3
"is far from disappointing , offering an original",3
"unfolds with all the mounting tension of an expert thriller ,",4
happy,4
"its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives",4
Credit director Ramsay for taking the sometimes improbable story and making it,3
"the masses with star power , a pop-induced score",3
ends up sounding like satire,1
becomes narrative expedience,2
Sand 's masculine persona,3
"wild , endearing , masterful",4
'' has the makings of an interesting meditation on the ethereal nature of the internet and the otherworldly energies it could channel,3
"Exploits -LRB- headbanger -RRB- stereotypes in good fun , while adding a bit of heart and unsettling subject matter .",3
brings them to life,3
sleeping,2
gives new meaning to the phrase ` fatal script error .,2
slyly exquisite,3
more than enough sentimental catharsis for a satisfying evening at the multiplex,3
an oddly winning portrayal,3
"will absolutely crack you up with her crass , then gasp for gas , verbal deportment",4
hot,4
cowering and begging at the feet a scruffy Giannini,2
"Thanks largely to Williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film .",0
allusions,3
strong and unforced,4
Fans of Plympton 's shorts may marginally enjoy the film,3
delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph,3
"passionate , tumultuous affair",3
"colour and depth , and",3
"is phenomenal , especially the women",4
dark little morality tale,3
this charmer,3
"classic Ladies and Gentlemen , The Fabulous Stains",3
"is ultimately what makes Shanghai Ghetto move beyond a good , dry , reliable textbook and what allows it to rank with its worthy predecessors",4
hoped I would -- with moist eyes,3
cliched dialogue and perverse escapism,1
surprised,3
P.T. Anderson understands the grandness of romance and how love is the great equalizer that can calm us of our daily ills and bring out joys in our lives that we never knew were possible .,4
This wretchedly unfunny wannabe comedy is inane and awful -,0
a moving experience for people who have n't read the book,4
on world domination and destruction,3
"It 's more enjoyable than I expected , though , and",3
For all its shoot-outs,3
earnest dramaturgy,3
party-hearty,3
said the film was better than Saving Private Ryan,3
obviously has its merits,3
abhorrent,0
of which,2
convoluted,0
the sum,3
"The beautiful , unusual music is this film 's chief draw",3
marvelous Verdu,3
of what passes for sex in the movies look like cheap hysterics,0
Slap Her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .,3
beacon of hope,3
nearly as dreadful as expected,0
pedigree,2
"A playful Iranian parable about openness , particularly the",3
"A serviceable Euro-trash action extravaganza , with a decent sense of humor and plenty of things that go boom --",3
"in execution it is all awkward , static , and lifeless rumblings",0
illuminating comedy,3
"Fast and funny , an action cartoon that 's suspenseful enough for older kids but not too scary for the school-age crowd",4
"The movie 's captivating details are all in the performances , from Foreman 's barking-mad Taylor to Thewlis 's smoothly sinister Freddie and Bettany\/McDowell 's hard-eyed gangster .",4
would be very sweet indeed,3
"The movie is well crafted , and well executed .",4
the converted,2
", easily substitutable",1
is an elegantly balanced movie -- every member of the ensemble has something fascinating to do -- that does n't reveal even a hint of artifice .,4
engaging comedy,3
a stirring visual sequence,4
excellent use of music by India 's popular Gulzar and Jagjit Singh,4
"A solid , spooky entertainment worthy of the price of a ticket .",3
we had to endure last summer,1
deserving of discussion,3
"The screenplay by James Eric , James Horton and director Peter O'Fallon",2
whole film,2
is impossible to care about and is n't very funny,0
"is funny , charming and quirky in her feature film acting debut as Amy",4
amusing,4
is a success,3
high-concept,3
two skittish New York middle-agers who stumble into a relationship and then,2
capable of anteing up some movie star charisma,3
From Danang,2
deserves the dignity of an action hero motivated by something more than franchise possibilities,3
unendurable,0
otherwise bleak,1
should appreciate its whimsical humor,4
"The filmmakers want nothing else than to show us a good time , and in their cheap , B movie way , they succeed .",3
crafted film,3
of wills that is impossible to care about and is n't very funny,2
Crush could be the worst film a man has made about women since Valley of the Dolls .,0
's like going to a house party and watching the host defend himself against a frothing ex-girlfriend,1
emotional,2
pleasurable,3
ensures the film never feels draggy,3
encourages you to accept it as life and go with its flow,4
beyond Wilde 's wit and the actors ' performances,2
favor of gags that rely on the strength of their own cleverness,3
inept,1
pulpiness,2
Claude Chabrol 's camera,2
is a plodding mess .,1
pros,3
enough cool fun,4
"above all about a young woman 's face , and by casting an actress whose face projects that woman 's doubts and yearnings",3
-LRB- At least -RRB- Moore is a real charmer .,3
"showcases Davies as a young woman of great charm , generosity and diplomacy",4
film to watch,3
Cho 's timing is priceless .,4
deceit and murder,1
bluescreen,2
dumbed-down version,1
of escapades demonstrating the adage that what is good for the goose,2
big-screen remakes of The Avengers and The Wild Wild West,2
the,2
beautiful,4
reveal his impressively delicate range,3
is astonishing,3
innocence,2
The humor and humanity,3
point,2
dreamy and,4
fit for the kiddies,3
of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own,4
"The Emperor 's Club ,",3
the power of their surroundings,3
"however , Robert Rodriguez adorns his family-film plot with an elegance and maturity that even most contemporary adult movies are lacking .",4
good music documentary,3
"Proof once again that if the filmmakers just follow the books , they ca n't go wrong .",4
in this romantic comedy,3
a convincing impersonation here of a director enjoying himself immensely,4
and yet completely familiar,3
"should jolt you out of your seat a couple of times , give you a few laughs , and leave you feeling like it was worth your seven bucks , even though it does turn out to be a bit of a cheat in the end",4
"This quiet , introspective and entertaining independent is worth seeking .",4
Working from a surprisingly sensitive script co-written by Gianni Romoli ... Ozpetek avoids most of the pitfalls you 'd expect in such a potentially sudsy set-up .,4
chase to end all chases,3
"a sweetly affecting story about four sisters who are coping , in one way or another , with life 's endgame .",3
making piffle for a long while,1
Brings awareness to an issue,3
"strikes a defiantly retro chord , and outpaces its contemporaries with daring and verve .",4
created a masterful work of art of their own,4
a 95-minute commercial,0
The most brilliant work in this genre since the 1984 uncut version of Sergio Leone,4
"hilariously , gloriously alive , and",4
is masterful,4
to overcome his personal obstacles and become a good man,3
debuts by an esteemed writer-actor,3
The sequel,3
", confident",3
gets under our skin and draws us in long,3
` epic,4
storytellers,3
is a remarkably accessible and haunting film,4
wickedly sick and twisted humor,3
those,2
"to treat its characters , weak and strong , as fallible human beings , not caricatures , and",3
Christian,3
"this Nicholas Nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end .",3
the only way,2
"in Manhattan , Jennifer Lopez 's most aggressive and most sincere attempt",3
are every bit as distinctive as his visuals .,4
memorable experience,3
thriller with enough unexpected twists,3
"messy , murky ,",0
Does a good job,3
stellar performance,4
rush right out and see it,4
"An uncomfortable movie ,",0
Quiet American,2
Paul Bettany is good at being the ultra-violent gangster wannabe,3
One of the best silly horror movies,4
"There 's no real reason to see it ,",0
"A modestly comic , modestly action-oriented World War II adventure that",3
favorite,4
a good way,3
Collateral Damage is trash,0
that requires the enemy to never shoot straight,3
it has a genuine dramatic impact,3
A heartening tale of small victories and enduring,3
unsophisticated,1
"to Them , Tarantula and other low",2
Robinson 's web of suspense,3
the airhead movie business deserves from him right now,1
"in Myrtle Beach , S.C.",2
"any Dummies guide ,",2
monstrous,1
An unsophisticated,0
"realized through clever makeup design ,",3
confident filmmaking and a pair of fascinating performances,4
enriched by an imaginatively mixed cast of antic spirits,4
Quotations,2
did n't,2
fall 's,3
it does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances .,2
and engaging film,4
"Stanley Kwan has directed not only one of the best gay love stories ever made ,",4
is to win over the two-drink-minimum crowd,3
were n't silly,2
immersive,3
well edited so that it certainly does n't feel like a film that strays past the two and a half mark,4
Ferrara,2
the charismatic Jackie Chan to even younger audiences,3
a deserved co-winner,3
"Measured against practically any like-themed film other than its Oscar-sweeping franchise predecessor The Silence of the Lambs , Red Dragon rates as an exceptional thriller .",4
is well done,3
to do that is really funny,3
anyone can relate,3
understand everyone 's point of view,3
the movie is a silly -LRB- but not sophomoric -RRB- romp through horror and hellish conditions .,3
can easily imagine Benigni 's Pinocchio becoming a Christmas perennial,4
's suspenseful enough for older kids but not too scary for the school-age crowd,3
is fluid and quick,3
is just too easy to be genuinely satisfying,3
is handled with intelligence and care,4
back and,2
"fun about this silly , outrageous , ingenious thriller",4
is -RRB- the comedy equivalent of Saddam Hussein,1
"more straightforward , dramatic treatment",3
a fresh infusion of creativity,4
"a more straightforward , dramatic treatment , with all the grandiosity",3
lush scenery,3
let 's get this thing over with,1
"brisk , reverent , and subtly different sequel",3
just enough insight to keep it from being simpleminded,3
"perceptive , good-natured movie",4
"crafted , and well executed",4
loved it,4
"The year 's greatest adventure , and Jackson 's limited but enthusiastic adaptation",3
"Funny in a sick , twisted sort of way .",3
"is so different from The Apple and so striking that it can only encourage us to see Samira Makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success",4
a trove,3
that resonate with profundity,3
reach much further than we imagine,3
Hollywood magic,4
fantasti,3
As,2
immensely,3
his mom,2
often hilarious,4
does so many of the little things right that it 's difficult not to cuss him out severely for bungling the big stuff,1
title character,2
The movie generates plot points with a degree of randomness usually achieved only by lottery drawing .,1
You have to see it .,4
large cast,3
early on,2
"injects freshness and spirit into the romantic comedy genre , which has been held hostage by generic scripts that seek to remake Sleepless in Seattle again and again .",4
"unnamed , easily substitutable forces",2
genuine dramatic impact,4
well done,4
smart and funny,4
layered richness,3
an equally impressive degree,3
"Poor editing , bad bluescreen ,",1
intoxicating documentary charting the rise of hip-hop culture in general and the art of scratching -LRB- or turntablism -RRB- in particular,3
List,2
the cost,2
a brief amount,3
beatings,3
"an example of the kind of lush , all-enveloping movie experience",4
"its dark , delicate treatment of these characters",3
"Like its title character , this Nicholas Nickleby finds itself in reduced circumstances -- and , also like its hero , it remains brightly optimistic , coming through in the end .",3
at the diner,2
this an eminently engrossing film,4
ourselves surprised at how much we care about the story,4
entirely convincing about The Quiet American,3
into its intriguing subject,3
introduces,3
mythic,2
fairly irresistible package,4
is something that is so meditative and lyrical about Babak Payami 's boldly quirky Iranian drama Secret Ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics,4
finely,3
's no real reason to see it,0
racism,0
complex story,3
and well acted ... but admittedly problematic in its narrative specifics,3
this charmer has a spirit that can not be denied,4
offers a great deal of insight into the female condition and the timeless danger of emotions repressed .,4
of which amounts to much of a story,2
barrel,2
"Ramsay is clearly extraordinarily talented , and",4
the charm of Satin Rouge,4
"Tells a fascinating , compelling story .",4
is a wonderful thing,3
good-natured and,4
nearly as dreadful,0
"becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications",2
is so bad it does n't improve upon the experience of staring at a blank screen .,0
it adds up to big box office bucks all but guaranteed .,4
"Light-years ahead of paint-by-number American blockbusters like Pearl Harbor , at least artistically .",4
trash,0
is if you have a case of masochism and an hour and a half to blow .,0
on an elegant visual sense and a talent,4
inside information,3
"A time machine , a journey back to your childhood , when cares melted away in the dark theater , and films had the ability to mesmerize , astonish and entertain .",4
"The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile",3
keep you wide awake and ...,3
exalted,3
Captivates and shows how a skillful filmmaker can impart a message without bludgeoning the audience over the head .,4
an excellent companion piece,4
"a humorous , all-too-human look at how hope can breed a certain kind of madness -- and strength",4
terrific effort,4
structured less as a documentary and more as a found relic,3
", The Hours does n't connect in a neat way , but introduces characters who illuminate mysteries of sex , duty and love .",3
` It 's like having an old friend for dinner ' .,4
Oddly compelling .,3
comes alive when poor Hermocrates and Leontine pathetically compare notes about their budding amours,3
seems to be coasting,2
bonus,3
most excruciating,0
"gives it new texture , new relevance , new reality",3
its total promise,3
the film is blazingly alive and admirable on many levels .,4
"the rat-a-tat energy of `` His Girl Friday , '' maintaining a light touch while tackling serious themes",3
be this good,4
make the most of its own ironic implications,3
feels as if everyone making it lost their movie mojo .,0
The nonstop artifice,3
been responsible for putting together any movies of particular value or merit,1
A slight but sweet film .,3
"Funny in a sick , twisted sort of way",3
The film is so bad it does n't improve upon the experience of staring at a blank screen .,0
crafted a solid formula for successful animated movies,4
character pieces,2
"As a film director , LaBute continues to improve .",3
a wonderful thing,4
a feature-length film,3
the payoff for the audience,3
"one can honestly describe as looking , sounding and simply feeling like no other film in recent history",3
's the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison .,2
Hollywood satire,3
intriguingly contemplative,3
Dangerous,1
"been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement",1
"an evanescent , seamless and sumptuous stream",3
breathe out of every frame .,3
a meaty plot,3
"The Emperor 's Club , ruthless in its own placid way",3
inoffensive and actually rather sweet,3
explored with infinitely more grace and eloquence,4
put hairs on your chest,3
A mildly enjoyable if toothless adaptation of a much better book,3
"runs a good race , one that will have you at the edge of your seat for long stretches",4
who stumble into a relationship and then,2
", and motorcycles",3
"are sweet and believable ,",3
its courage,2
that heralds something special,4
a fine job of updating White 's dry wit to a new age,4
"His Girl Friday , '' maintaining a light touch while tackling serious themes",3
drawn into the exotic world of belly dancing,3
budding demons,2
the twist endings,3
great to look at,4
A very funny romantic comedy about two skittish New York middle-agers who stumble into a relationship and then struggle furiously with their fears and foibles .,3
There 's an epic here,4
"its dark , delicate treatment",3
as a thriller about the ruthless social order that governs college cliques,3
"Seeing as the film lacks momentum and its position remains mostly undeterminable , the director 's experiment is a successful one .",3
makes it all the more compelling,3
telling what at heart is a sweet little girl,3
self-glorified,2
to drag as soon as the action speeds up,1
is the film Roman Polanski may have been born to make,3
into relationships,2
A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people,3
"A memorable experience that , like many of his works , presents weighty issues",3
who loves both dance and cinema,3
"About Schmidt is Nicholson 's goofy , heartfelt , mesmerizing King Lear .",3
wrong character,2
in a collectively stellar performance,4
right film,3
far from disappointing,3
promising,3
of Steven Spielberg 's Schindler 's List,3
", you 'd probably turn it off , convinced that you had already seen that movie .",1
this film asks the right questions at the right time in the history of our country,4
is one of this year 's very best pictures .,4
plays like some weird Masterpiece Theater sketch with neither,1
in Jerry Bruckheimer 's putrid pond of retread action twaddle,0
it 's just as wonderful on the big screen .,3
"is either a more rigid , Blair Witch-style commitment to its mockumentary format , or a more straightforward , dramatic treatment , with all the grandiosity that that implies",3
that paints a grand picture of an era and makes the journey feel like a party,4
'll keep you wide awake and ... very tense,4
"an intricate , intimate and intelligent journey",4
and uninspired .,0
"Best indie of the year , so far .",4
its most immediate and most obvious pleasure,3
"comedy that is warm , inviting , and surprising",4
exceptionally well-acted,4
sleeping dogs lie,2
Very Important,2
rambling incoherence,1
villains,1
delivered,2
Writer \/ director M. Night Shyamalan 's ability to pull together easily accessible stories that resonate with profundity,3
well-conceived,4
"honest , and enjoyable",4
with the testimony of satisfied customers,4
is one of the outstanding thrillers of recent years,4
Well-done supernatural thriller,4
generates plot points,3
a respectable summer blockbuster,3
fascinates,3
brings documentary-like credibility,3
enough to become comparatively sane and healthy,3
most resonant film since The Killer .,4
"The acting in Pauline And Paulette is good all round , but what really sets the film apart is Debrauwer 's refusal to push the easy emotional buttons .",4
The movie is loaded with good intentions,3
been funnier,2
get at something,3
exquisitely,4
animated epic,3
The Santa Clause 2 proves itself a more streamlined and thought out encounter than the original could ever have hoped to be .,3
any movie with a life-affirming message,3
particularly funny,3
I thoroughly enjoyed the love story,4
convincing,3
There 's none of the happily-ever - after spangle of Monsoon Wedding in Late Marriage -- and that 's part of what makes Dover Kosashvili 's outstanding feature debut so potent,4
our most flamboyant female comics,3
the pleasures in Walter 's documentary,3
deepest tragedies,1
is to be cherished,4
ferocity and,3
"an engaging storyline , which also is n't embarrassed to make you reach for the tissues",4
"Thanks largely to Williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film",1
a nifty plot line in Steven Soderbergh 's Traffic,3
the movie,2
morbid,0
engrossing piece,3
looking for a common through-line,2
of the masterful British actor Ian Holm,3
emotionally strong and politically potent,3
suspect,2
intense and effective,4
mostly unsurprising,2
you wo n't be disappointed,4
"-LRB- Gulpilil -RRB- is a commanding screen presence , and his character 's abundant humanism makes him the film 's moral compass",3
demonstrating,2
a small but rewarding comedy,3
involved in creating the layered richness of the imagery in this chiaroscuro of madness and light,3
"Some of the computer animation is handsome , and various amusing sidekicks add much-needed levity to the otherwise bleak tale , but",3
"Swinging , the film makes it seem , is not a hobby that attracts the young and fit .",1
one of the best war movies ever made,4
uses modern technology to take the viewer inside the wave,4
achieves some kind of goofy grandeur,3
glacial pacing,2
An erotic thriller that,3
is such a sweet and sexy film,4
this version is raised a few notches above kiddie fantasy pablum by Allen 's astringent wit .,3
a scummy ripoff of David Cronenberg 's brilliant ` Videodrome . ',1
is a treat,4
Good-looking,3
A compelling film .,4
stuff,2
admirable,4
warmth and longing,3
is downright movie penance,3
"is most remarkable not because of its epic scope , but because of the startling intimacy",3
a way that is surprisingly enjoyable,4
"With Notorious C.H.O. Cho proves she has the stuff to stand tall with Pryor , Carlin and Murphy .",3
Here is a VH1 Behind the Music special that has something a little more special behind it : music that did n't sell many records but helped change a nation .,3
to never shoot straight,3
he respects the material without sentimentalizing it,3
recommend,3
"van der Groen , described as ` Belgium 's national treasure , '",3
throw us off the path of good sense,2
gives his best screen,3
juiced with enough energy and excitement for at least three films .,4
"are sweet and believable , and",3
", 84 minutes is short",3
artfully,4
Horrid little propaganda film,0
goodies,4
"`` Spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .",4
progressed as nicely as ` Wayne,3
As giddy and whimsical and relevant today as it was 270 years ago .,4
cheery and tranquil,3
"friendship , love , and the truth",3
with an undeniable energy,4
"the ensemble cast , the flat dialogue by Vincent R. Nebrida or the gutless direction by Laurice Guillen",0
playful respite,3
happiness,4
key strength,3
bare-midriff generation,3
makes it seem,3
thinly-conceived movie .,1
Kung,2
Kouyate elicits strong performances from his cast,3
it won -- and wins still,4
red hot,3
"a crowd-pleaser ,",3
original in its base concept that you can not help but get caught up .,4
Plays like a series of vignettes -- clips of a film that are still looking for a common through-line,2
from cowering poverty to courage and happiness,4
"'s so fun about this silly , outrageous , ingenious thriller",4
"some very good acting , dialogue ,",4
an impressive roster of stars and direction,4
may have been born to make,3
are priceless,3
celebration,3
that 's unique or memorable .,3
intelligent humor,4
with mixed results,2
"As literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment .",3
", one could rent the original and get the same love story and parable .",1
humor and humanity,4
"A serviceable Euro-trash action extravaganza ,",3
try to avoid,1
this wild Welsh whimsy,3
most sparkling,4
"Over the years , Hollywood has crafted a solid formula for successful animated movies , and Ice Age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor .",4
But what 's nice is that there 's a casual intelligence that permeates the script .,4
have been one of the more daring and surprising American movies of the year,4
Steven Spielberg 's Schindler 's List,2
gives us another peek at some of the magic we saw in Glitter here in Wisegirls,3
The creative animation work,3
is an engaging nostalgia piece,4
qualify as revolutionary,3
"A perfectly acceptable , perfectly bland , competently",3
Tian Zhuangzhuang,2
tumbleweeds,1
a couple of aborted attempts,1
offers much to absorb and even more to think about after the final frame,3
A French film with a more down-home flavor,3
"is one of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original",1
to a spectacular completion one,4
"the overcooked , ham-fisted direction",1
handsomely,3
"'s a terrible movie in every regard , and utterly painful to watch .",0
color and creativity,3
"this sad , occasionally horrifying but often inspiring film is among Wiseman 's warmest .",3
animation enthusiasts of all ages,3
wonder,3
have managed to pack it with enough action to satisfy the boom-bam crowd without a huge sacrifice of character and mood,3
"the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold",4
to have been made by people to whom the idea of narrative logic or cohesion is an entirely foreign concept,0
dupe the viewer into taking it all as Very Important,1
His work with actors is particularly impressive .,4
another we,2
seen and debated with appropriate ferocity and thoughtfulness,3
The film rehashes several old themes and is capped with pointless extremes,1
the humanity of its people,4
a sharp movie,3
of all Hollywood fantasies,3
", the movie possesses its own languorous charm .",3
"a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability",3
"Metaphors abound , but it is easy to take this film at face value and enjoy its slightly humorous and tender story .",3
of nearly epic proportions,3
A fascinating case study,4
succeeds .,4
gutsy,3
is icily brilliant,4
his element,2
smarter than your average Bond .,3
funniest jokes,3
"makes a great impression as the writer-director of this little $ 1.8 million charmer , which may not be cutting-edge indie filmmaking but",3
your mind is being blown,3
's easy to be cynical about documentaries in which underdogs beat the odds and the human spirit triumphs,3
this one is a sweet and modest and ultimately winning story .,4
the one thing most will take away is the sense that peace is possible,3
unconditional,3
as whatever terror the heroes of horror movies try to avoid,2
"sweet , even delectable diversion",3
realize your mind is being blown .,3
Harris is affecting at times,3
hard-to-swallow premise,0
an insane comic undertaking,3
various amusing sidekicks,3
IMAX,2
feeling a part of its grand locations,3
A minor film with major pleasures from Portuguese master Manoel de Oliviera ...,4
such subtlety and warmth,3
winning story,3
This is n't a stand up and cheer flick ; it 's a sit down and ponder affair .,3
"We started to wonder if ... some unpaid intern had just typed ` Chris Rock , ' ` Anthony Hopkins ' and ` terrorists ' into some Univac-like script machine .",0
a tree,3
be the worst film a man has made about women since Valley of the Dolls,0
cowering and begging,2
