Phrase,Sentiment
more than enough sentimental catharsis,3
"a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability",3
genuinely witty,4
humour,3
a relationship like Holly and Marina 's could survive the hothouse emotions of teendom,3
"I do n't know if Frailty will turn Bill Paxton into an A-list director , but",3
will have fun with,3
"filling nearly every minute ... with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability",3
"new , or inventive ,",3
"Somewhere in the middle , the film compels , as Demme experiments he harvests a few movie moment gems ,",3
A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people,3
aims for poetry,2
Nearly every attempt at humor here is DOA .,0
the big screen,2
is always watchable .,4
Those who want to be jolted out of their gourd should drop everything and run to Ichi .,3
"Screenwriter Chris ver Weil 's directing debut is good-natured and never dull , but its virtues are small and easily overshadowed by its predictability",3
extraordinary intelligence and originality,4
Like a less dizzily gorgeous companion to Mr.,3
his art,2
drowns in sap .,0
... The Lady and the Duke surprisingly manages never to grow boring ... which proves that Rohmer still has a sense of his audience .,4
would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD,1
intriguing subject,3
"it pays earnest homage to turntablists and beat jugglers , old schoolers and current innovators",3
"is a sort of geriatric Dirty Harry , which will please Eastwood 's loyal fans -- and suits the story , wherein our hero must ride roughshod over incompetent cops to get his man",3
"An intelligent , multi-layered and profoundly humanist -LRB- not to mention gently political -RRB- meditation on the values of knowledge , education , and the",3
"showcases Davies as a young woman of great charm , generosity and diplomacy",4
"This familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it 's told with sharp ears and eyes for the tenor of the times .",3
this jumbled mess,0
An annoying orgy of excess and exploitation that has no point and goes nowhere .,0
shockingly bad,0
forced,1
"When twentysomething hotsies make movies about their lives , hard-driving narcissism is a given , but what a world we 'd live in if Argento 's Hollywood counterparts ... had this much imagination and nerve .",3
"I 've never seen or heard anything quite like this film , and I recommend it for its originality alone .",4
fun cheese puff,3
warm the hearts of animation enthusiasts of all ages,3
everybody else is in the background and it just seems manufactured to me and artificial,0
"Catholic or , really , anything",2
been given a part worthy of her considerable talents,3
I 'm going to give it a marginal thumbs up .,3
Brings awareness,3
Blade 2 is definitely a cut above the rest .,4
a show forged in still-raw emotions,4
probably the most good-hearted yet sensual entertainment I 'm likely to see all year,4
affecting,2
so intimate and sensual and funny,4
zips along with B-movie verve while adding the rich details and go-for-broke acting that heralds something special,4
soul-searching,3
preachy parable,1
in a wind-tunnel and a simply astounding cor-blimey-luv-a-duck cockney accent,3
"An example of quiet , confident craftsmanship that tells a sweet , charming tale of intergalactic friendship .",4
Christopher Doyle,2
", you 're entirely unprepared .",1
typical,1
"This is a smart movie that knows its classical music , knows its Freud and knows its Sade .",3
That 's fun for kids of any age .,4
the adrenaline jolt,3
"reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled ,",3
myself powerfully drawn toward the light -- the light of the exit sign,0
seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause,2
the franchise 's best years,3
throw,2
good movie,3
beautifully choreographed,4
that 's the mark of a documentary that works,4
been held hostage by generic scripts that seek to remake Sleepless in Seattle again and again,0
is ultimately,3
that clever angle,3
so sloppily written and cast that you can not believe anyone more central to the creation of Bugsy than the caterer,0
returns to narrative filmmaking with a visually masterful work of quiet power .,4
occasionally brilliant,3
the picture 's cleverness,4
put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today,4
", Steven Shainberg 's adaptation of Mary Gaitskill 's harrowing short story ... is a brilliantly played , deeply unsettling experience .",4
The script 's snazzy dialogue,3
multilayered,3
much better,3
asks the right questions at the right time in the history of our country,3
Credit director Ramsay,3
"with terrific computer graphics , inventive action sequences and a droll sense of humor",4
The sword fighting is well done,3
who finds his inspiration on the fringes of the American underground,3
", occasionally horrifying but often inspiring film",3
"achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars",3
"the filmmaker would disagree , but , honestly , I do n't see the point",1
This is one of those war movies that focuses on human interaction rather than battle and action sequences ... and it 's all the stronger because of it .,4
uses the last act to reel in the audience since its poignancy hooks us completely .,3
of the ties,2
modest,3
"Formuliac , but fun .",3
sincere,3
excellent use of music,3
right at home,3
"A muddled limp biscuit of a movie , a vampire soap opera that does n't make much",0
"recommended viewing for its courage , ideas , technical proficiency and great acting",4
its empowerment,3
from several funny moments,3
special walk,3
The charm of the first movie,4
of the same old garbage,0
"Because Eight Legged Freaks is partly an homage to Them , Tarantula and other low - budget B-movie thrillers of the 1950s and '60s , the movie is a silly -LRB- but not sophomoric -RRB- romp through horror and hellish conditions .",2
delightfully against the grain,3
"recommend SECRETARY ,",3
remarkably engaging despite being noticeably derivative of Goodfellas and at least a half dozen other trouble-in-the-ghetto flicks,4
"honestly , I do n't see the point",0
Jeffs has created a breathtakingly assured and stylish work of spare dialogue and acute expressiveness .,4
can draw people together across the walls that might otherwise separate them,4
", really good",4
The genius of the work,4
cowering and begging at the feet a scruffy Giannini,2
the director 's experiment is a successful one .,4
the comedy equivalent,3
coming through in the end,3
cutting-edge,4
more irresistibly than in ` Baran,3
meaningful,3
", the trip there is a great deal of fun .",3
"It 's not a particularly good film ,",1
about a modern city,2
Miramax 's,2
Absorbing character,2
plenty of fun for all,4
self-indulgent and,1
preemptive strike,2
The kind of sense of humor that derives from a workman 's grasp of pun and entendre and its attendant,3
insanely violent and very graphic,1
returns as a visionary with a tale full of nuance and character dimension,4
"movie that comes along only occasionally , one so unconventional , gutsy and perfectly",4
Brings awareness to an issue often overlooked,4
"tells a sweet , charming tale of intergalactic friendship",4
solidly entertaining and moving family drama,4
"I do n't know if Frailty will turn Bill Paxton into an A-list director , but he can rest contentedly with the knowledge that he 's made at least one damn fine horror movie .",3
"ambitious , moving , and adventurous directorial debut",4
justifies its own existence,3
"is most remarkable not because of its epic scope , but because of the startling intimacy",3
"a heartwarming , nonjudgmental kind",4
has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a \*\* holes,3
sane and healthy,3
cultural,3
one of the best gay love stories,4
modern rut,2
the sum,3
Mattel,3
"beautifully acted and directed , it 's clear that Washington most certainly has a new career ahead of him if he so chooses .",4
throw us,2
"Triple X is a double agent , and he 's one bad dude",3
rare capability to soothe and break your heart with a single stroke,3
run-of-the-mill action,1
is a monumental achievement,4
There are things to like about Murder By Numbers,3
"A simple tale of an unlikely friendship , but thanks to the gorgeous locales and exceptional lead performances",4
amounts,2
such a perfect medium,4
a middle-aged romance,3
slip into the modern rut of narrative banality,1
Stanley Kwan has directed not only one of the best gay love stories ever made,4
it would still be beyond comprehension,1
of human frailty fascinates,3
fit for the kiddies,3
deadpan comic face,3
enjoy its slightly humorous and tender story,3
layered richness,3
provides a strong itch to explore more .,3
gratuitous cinematic distractions,3
"the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold",4
Well-done supernatural thriller,4
"a guilty-pleasure , daytime-drama sort",3
warmed over pastiche,3
who bilked unsuspecting moviegoers,1
"At once subtle and visceral , the film never succumbs to the trap of the maudlin or tearful , offering instead with its unflinching gaze a measure of faith in the future .",4
grandeur ' shots,3
smart movie,3
putting the toilet seat,1
so integrated with the story,3
recommend,3
Auteuil is a goofy pleasure,3
with myth,2
a self-indulgent script,0
his character 's abundant humanism makes him the film 's moral compass,3
Stuart Little 2 manages sweetness largely without stickiness .,4
give us,2
Writer \/ director M. Night Shyamalan 's ability to pull together easily accessible stories that resonate with profundity is undeniable .,3
a film so solidly connect with one demographic while striking out with another,3
solving,2
fearlessness,3
Parents beware,1
"has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence",3
arrives,2
for a movie that tries to be smart,1
"remains brightly optimistic , coming through in the end",4
"'s good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart",4
's refreshing to see a movie that embraces its old-fashioned themes and in the process comes out looking like something wholly original .,4
fascinates,3
is surely the funniest and most accurate depiction of writer,4
Strong filmmaking,4
a fine character study that 's short on plot but rich in the tiny revelations of real life,3
soars above the material realm,3
history and,2
tongue-in-cheek,3
"courtroom movies , a few nifty twists that are so crucial to the genre and another first-rate performance by top-billed star Bruce Willis",4
has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a \*\* holes .,3
little visible talent and no energy,0
unpretentious,4
squeeze the action and our emotions into the all-too-familiar dramatic arc of the Holocaust escape story,0
once again dazzle and delight us,4
some weird Masterpiece Theater sketch with neither,1
fortify this turgid fable,1
Massoud 's,2
deal funnier,3
Watching Harris ham it up while physically and emotionally disintegrating over the course of the movie has a certain poignancy in light of his recent death,3
crassly reductive,1
"an impeccable pedigree , mongrel pep ,",2
"are strong , though the subject matter demands acting that borders on hammy at times",3
"unfortunately , outnumber the hits by three-to-one .",1
"of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes",4
"This misty-eyed Southern nostalgia piece , in treading the line between sappy and sanguine",3
the two and,3
"my greatest pictures ,",4
"allows us to be transported into the life of Wladyslaw Szpilman , who is not only a pianist , but a good human being",3
"a happy , heady jumble of thought and storytelling",4
with solid performances and eerie atmosphere,4
'' has n't much more to serve than silly fluff,0
much more than,3
A true-blue delight .,4
"` Drumline ' shows a level of young , Black manhood that is funny , touching , smart and complicated .",4
of our making,3
"It 's a smart , funny look at an arcane area of popular culture",4
is a success,3
's there,2
"The performances are strong , though the subject matter demands acting that borders on hammy at times .",3
patient and tenacious,3
truly wonderful,4
rapids,2
trash,0
"Captures all the longing , anguish and ache , the confusing sexual messages and the wish",3
"Inventive , fun , intoxicatingly sexy , violent , self-indulgent and maddening .",3
James Eric,2
earns extra points,3
fierce,3
overshadowed,1
A fascinating case study of flower-power liberation -- and the price that was paid for it,4
warmth,4
terrific,4
is so bad it does n't improve upon the experience of staring at a blank screen .,0
valiant effort to understand everyone 's point of view,4
the bulk of the movie centers on the wrong character,2
about each other against all odds,3
There 's none of the happily-ever - after spangle of Monsoon Wedding in Late Marriage -- and that 's part of what makes Dover Kosashvili 's outstanding feature debut so potent,4
as the treat of the title,3
with a degree of randomness usually achieved only by lottery drawing,1
"One of those staggeringly well-produced ,",4
more compelling,3
"In theory , a middle-aged romance pairing Clayburgh and Tambor sounds promising",3
"a sweetly affecting story about four sisters who are coping , in one way or another , with life 's endgame .",3
wears out,1
Fans of Plympton 's shorts may marginally enjoy the film,3
favored,3
a touching reflection,3
Merchant,2
wraps up,3
psychologically,3
offers piercing domestic drama with spikes of sly humor,3
the whole enterprise,3
an oddly winning portrayal of one of life 's ultimate losers,3
about 7 times during Windtalkers,2
"The script covers huge , heavy topics in a bland , surfacey way that does n't offer any insight into why , for instance , good things happen to bad people .",1
Though few will argue that it ranks with the best of Herzog 's works,3
unaffected style,3
revealed,2
Perhaps the grossest movie ever made .,0
invigorating about,3
A giddy and provocative sexual,4
a comedy to start a reaction,3
"focusing on eccentricity but failing , ultimately , to make something bigger out of its scrapbook of oddballs",1
engage and even touch us,3
by The Full Monty,3
"crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",3
serious-minded the film,3
"In the affable Maid in Manhattan , Jennifer Lopez 's most aggressive and most sincere attempt to take movies by storm , the diva shrewdly surrounds herself with a company of strictly A-list players .",3
since,2
seems to have in mind an -LRB- emotionally at least -RRB- adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested .,1
nearly as dreadful,0
exists apart,2
powers,2
damn fine,4
It 's dark but has wonderfully funny moments ; you care about the characters ; and the action and special effects are first-rate .,4
"is a strong , character-oriented piece",4
", is both funny and irritating",3
bygone,2
"I thought the relationships were wonderful ,",4
yourself,2
"is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner -LRB- and ultimately the victim -RRB- of history .",3
"an homage to Them , Tarantula and other low - budget B-movie thrillers of the 1950s and '60s",3
"looks great , has solid acting and a neat premise",3
cowering,2
downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness,3
"Fear permeates the whole of Stortelling , Todd Solondz ' oftentimes funny , yet ultimately cowardly autocritique .",3
for improvement,1
frustrating,0
create,3
A minor film with major pleasures from Portuguese master Manoel de Oliviera ...,4
beyond the original 's nostalgia for the communal film experiences of yesteryear,3
interesting and at times captivating,4
"another we do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny",0
bloody beauty as vivid,3
So purely enjoyable that you might not even notice it 's a fairly straightforward remake of Hollywood comedies such as Father of the Bride .,3
"the film settles in and becomes compulsively watchable in a guilty-pleasure , daytime-drama sort of fashion .",3
smile,4
dominated,3
pointless,0
A virtual roller-coaster ride of glamour and sleaze,3
Oscar-winning,4
garner,2
familial,3
"The wonderful combination of the sweetness and the extraordinary technical accomplishments of the first film are maintained ,",4
of those staggeringly well-produced,3
strong performances,3
"continues to systematically destroy everything we hold dear about cinema , only now it 's begun to split up so that it can do even more damage .",0
injects just enough freshness into the proceedings,3
wanes .,1
humor and heart,3
for Love -- very much a Hong Kong movie,2
so much fun,4
find the new scenes interesting,3
how we all need a playful respite from the grind to refresh our souls,3
adventurous young talent,4
presented in convincing way,3
This often-hilarious farce,3
transports the viewer,3
"gives it new texture , new relevance , new reality",3
unsettling,2
Familiar,2
The animated sequences are well done and perfectly constructed to convey a sense of childhood imagination and creating adventure out of angst .,4
true light,3
move beyond the crime-land action genre,4
"interesting cinematic devices -LRB- cool visual backmasking -RRB- , a solid cast ,",4
", one is struck less by its lavish grandeur than by its intimacy and precision .",4
"Beautifully crafted , engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing .",4
to make up for the ones that do n't come off,3
Downright,2
powerful and,3
Matthew Lillard is born to play Shaggy !,4
big-screen remakes,2
Quaid is utterly fearless as the tortured husband living a painful lie,4
infectiously,3
was longer than an hour,3
squeezed the life out of whatever idealism American moviemaking ever had,1
with a few lingering animated thoughts,3
lot,2
About One Thing is a small gem .,4
cutting-edge indie filmmaking,4
... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... The film 's ending has a `` What was it all for,0
can enjoy,3
"the celebrated Irish playwright , poet and drinker",2
Captures the raw comic energy of one of our most flamboyant female comics .,4
"Notwithstanding my problem with the movie 's final half hour , I 'm going to recommend SECRETARY , based on the wonderful acting clinic put on by Spader and Gyllenhaal , and also the unique way Shainberg goes about telling what at heart is a sweet little girl",3
"It cuts to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and to ride the big metaphorical wave that is life -- wherever it takes you .",4
The most ingenious film,4
"-- and especially Williams , an American actress who becomes fully English --",3
pleaser,3
animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers,3
an actress whose face projects that woman 's doubts and yearnings,3
is even worse than I imagined a movie ever could be,0
that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun,4
weirdly,1
party-hearty,3
"Beating the Austin Powers films at their own game , this blaxploitation spoof downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness .",3
good -LRB- successful -RRB-,4
never loses its ability to shock and amaze .,4
as Very Important,2
hope,4
the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -LRB- though no less horrifying for it -RRB-,4
to finish,2
aborted attempts,1
"has the twinkling eyes , repressed smile and",3
"call for prevention rather than to place blame , making it one of the best war movies ever made",4
"keen eye , sweet spirit and",3
"much that is fresh to say about growing up Catholic or , really , anything",2
predictable in the reassuring manner of a beautifully sung holiday carol,4
as its title,2
horror movie 's,2
stylish cast,3
has never been filmed more irresistibly than in ` Baran . ',3
The Wild Thornberrys Movie has all the sibling rivalry and general family chaos to which anyone can relate .,3
Wong,2
"taking them to surprising highs , sorrowful lows and hidden impulsive niches ... gorgeous , passionate , and at times uncommonly moving",4
with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations,0
slight but sweet,3
myth,2
saved this film,3
"A triumph , a film that hews out a world and carries us effortlessly from darkness to light .",4
spectacular performance - ahem,4
"Stupid , infantile , redundant , sloppy ,",0
"itself is far from disappointing , offering an original",3
that really tells the tale,3
God bless Crudup and his aversion to taking the easy Hollywood road and cashing in on his movie-star,3
"has a key strength in its willingness to explore its principal characters with honesty , insight and humor .",3
revel in its splendor,3
del,3
yet instantly recognizable,2
are entertaining and audacious moments,4
successfully maintains suspense on different levels throughout a film that is both gripping and compelling .,4
"looks great , has solid acting and a neat premise .",4
it just zings along with vibrance and warmth .,4
"is shallow , offensive and redundant , with pitifully few real laughs .",0
unprepared,2
hostile,1
after a couple of aborted attempts,1
There 's a great deal of corny dialogue and preposterous moments .,1
"`` Catch Me '' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a Spielberg trademark .",3
"a comedy , a romance ,",3
dedication,3
the expense,2
far more entertaining,4
", and by casting an actress whose face projects that woman 's doubts and yearnings",3
a breakthrough,3
entertainment,3
has a spirit that can not be denied,4
has tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers,3
sumptuous ocean visuals and,3
"Yes , soar .",3
not to be dismissed,3
they fascinate in their recklessness .,3
drag as soon as the action speeds up,1
fiercely intelligent and uncommonly ambitious,4
"This is a movie that refreshes the mind and spirit along with the body ,",4
entertaining and suggestive,4
accents,2
something,2
storytelling prowess,3
Highly recommended as an engrossing story about a horrifying historical event and the elements which contributed to it .,3
"more than makes up for in drama , suspense , revenge , and romance",3
thought out,3
You wo n't have any trouble getting kids to eat up these Veggies .,3
"The Hours , a delicately crafted film",3
Bartlett 's Familiar Quotations,2
the best war movies ever made,4
-LRB- and funnier,3
``,2
", betrayal , deceit and murder",2
"delivered ,",3
above its disgusting source material,3
an engaging nostalgia piece,4
honestly,3
Charming and witty,4
the allegory with remarkable skill,4
of Ismail Merchant 's work,2
a joyous occasion,4
did n't,2
captivating .,4
outshine the best some directors,3
is spot,3
pinnacle to pinnacle,2
is hilarious,4
end,2
is the ultimate movie experience,4
chase to end all chases,3
are too cute,3
"right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner",3
"The fascination comes in the power of the Huston performance , which seems so larger than life and yet so fragile , and in the way the Ivan character accepts the news of his illness so quickly but still finds himself unable to react",3
is one of the rare directors who feels acting is the heart and soul of cinema .,4
the respect they,3
"a rollicking adventure for you and all your mateys , regardless of their ages",4
bad boy weirdo role,2
bogged,2
"amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario ,",4
loves a David and Goliath story,3
is an engaging nostalgia piece,4
Triple X marks the spot .,3
enormously entertaining movie,4
"Every individual will see the movie through the prism of his or her own beliefs and prejudices ,",3
playful respite,3
is born to play Shaggy !,3
its charms,3
"arrives at its heart , as simple self-reflection meditation .",3
Anyone who suffers through this film,0
revelation,3
boisterous and utterly charming,4
Keenly,3
graced with its company,2
people to whom the idea of narrative logic or cohesion is an entirely foreign concept,1
like nostalgia,3
fascination,3
is a really special walk in the woods,3
go the distance,3
"Leguizamo 's best movie work so far ,",4
profoundly,3
oddly humorous to tediously sentimental,3
get,2
a series of riveting set pieces,3
strike,2
fun .,3
an insultingly inept and artificial examination,0
"A triumph ,",3
"sharp comedy ,",4
with real world events,3
off more than it can chew by linking the massacre,1
beautiful film,4
as hilarious lunacy,3
pleasant tale,3
'd watch these two together again in a New York minute .,3
at the edge of your seat for long stretches,3
Enjoyably fast-moving,4
Interminably,3
spiffy bluescreen technique,3
"you are watching them , and the slow parade of human frailty fascinates you",3
inspires some -LRB- out-of-field -RRB- creative thought,4
"Before it takes a sudden turn and devolves into a bizarre sort of romantic comedy , Steven Shainberg 's adaptation of Mary Gaitskill 's harrowing short story ... is a brilliantly played , deeply unsettling experience .",3
the details,2
competently,3
as a masterfully made one,4
"with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the Cotswolds",3
squarely fills the screen .,3
makers,2
in luminous interviews and amazingly evocative film from three decades ago,4
Schrader relies on subtle ironies and visual devices to convey point of view .,3
", Queen Of The Damned is a pointless , meandering celebration of the goth-vampire , tortured woe-is-me lifestyle .",0
of how serious-minded the film is,2
's a lot richer than the ones Hollywood action screenwriters usually come up with on their own,3
vignettes,2
"perceptive , good-natured movie",4
cleverness,3
crawlies,1
"Ramsay is clearly extraordinarily talented ,",4
"this nervy oddity , like modern art should .",3
the impossibly long limbs and sweetly conspiratorial smile,3
is a wonderful thing ; that he has been able to share his story so compellingly with us is a minor miracle .,3
has the suavity or classical familiarity of Bond,3
stylish film,3
beatings,3
of warmth and gentle humor,4
"The ensemble cast turns in a collectively stellar performance , and the writing is tight and truthful , full of funny situations and honest observations .",4
wo n't have any trouble getting kids to eat up these Veggies,3
may rate as the most magical and most fun family fare of this or any recent holiday season,4
remarkable ensemble cast,3
The animated sequences are well done and perfectly constructed to convey a sense of childhood imagination,4
with mixed results,2
complex story,3
Much of what we see is horrible but it 's also undeniably exceedingly clever .,3
to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today,4
good gossip,3
"If you can get past the taboo subject matter , it will be well worth your time .",4
be cutting-edge indie filmmaking,3
"the margin that gives viewers a chance to learn , to grow , to travel",3
elevate `` Glory '' above most of its ilk,3
", memorable cinematic experience",4
luminous,4
works out his issues with his dad and comes to terms with his picture-perfect life,3
"It does n't reach them , but the effort is gratefully received",3
Has a solid emotional impact,4
another we,2
recording,3
hate it,0
own cuteness,3
shines through every frame .,3
valuable messages,3
A charming and funny story of clashing cultures and a clashing mother\/daughter relationship,4
"Guy gets girl , guy loses girl , audience falls asleep .",0
", you 're in luck .",3
breathless,3
"resolutely avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates .",1
humorous and touching .,3
The Pianist,2
is worth,2
drag,1
it does n't improve upon the experience of staring at a blank screen,0
seemingly sincere personal reflection,3
become comparatively sane and healthy,3
"are equal parts poetry and politics , obvious at times but evocative and heartfelt .",3
Greene 's prose,2
"it more than makes up for in drama , suspense , revenge , and romance .",4
achieves the remarkable feat of squandering a topnotch foursome of actors,0
Arthur Schnitzler 's,2
deepest,2
is never dull,3
"A wild , endearing , masterful documentary",4
Lopez Romantic Comedy,3
very different from our own and yet instantly recognizable,3
the ease with which it integrates thoughtfulness and pasta-fagioli comedy,3
in this romantic comedy,3
is a successful one,4
"A fiercely clever and subtle film , capturing the precarious balance between the extravagant confidence of the exiled aristocracy and the cruel earnestness of the victorious revolutionaries .",4
's most weirdly engaging and unpredictable character pieces,3
a man has made about women since Valley of the Dolls,3
", hilarious",3
You get the impression that writer and director Burr Steers knows the territory ... but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools .,1
that has finally found the right vent -LRB- accurate,3
delivers real bump-in - the-night chills,3
"thrill you , touch you and",4
a sweet and modest and,3
nuanced performance,3
A high-spirited buddy movie,4
the real deal,3
"tenacious , humane fighter",2
is something rare and riveting : a wild ride that relies on more than special effects .,4
"Light-years ahead of paint-by-number American blockbusters like Pearl Harbor , at least artistically .",4
fascinating curiosity piece,4
At a time when commercialism has squeezed the life out of whatever idealism American moviemaking ever had,1
"is ... determined to treat its characters , weak and strong , as fallible human beings , not caricatures , and to carefully delineate the cost of the inevitable conflicts between human urges and an institution concerned with self-preservation",3
"fact , even better",3
A solid and refined piece of moviemaking,3
engrossing piece,3
"The movie resolutely avoids all the comic possibilities of its situation , and becomes one more dumb high school comedy about sex gags and prom dates .",0
"Poetic ,",3
about the source,2
"a man we only know as an evil , monstrous lunatic",2
in enough clever and unexpected,3
like Fatal Attraction,2
One of the year 's most weirdly engaging and unpredictable character pieces .,4
the pages,2
is very original,3
easy to swallow thanks to remarkable performances by Ferrera and Ontiveros,3
The early and middle passages,3
means to face your fears,3
quirky characters and an engaging story,4
", the diva shrewdly surrounds herself with a company of strictly A-list players .",3
quite appealing,4
From Danang reveals that efforts toward closure only open new wounds .,2
"As the movie dragged on , I thought I heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign .",0
satisfyingly unsettling,3
"the way that makes you ache with sadness -LRB- the way Chekhov is funny -RRB- , profound without ever being self-important , warm without ever succumbing to sentimentality",3
"thanks to Kline 's superbly nuanced performance , that pondering is highly pleasurable .",3
"Viewed as a comedy , a romance , a fairy tale , or a drama",3
A wild ride,3
that 's short on plot but rich in the tiny revelations of real life,3
turned them into a 90-minute movie that feels five hours long,0
 ,1
fit,3
a sparkling newcomer who instantly transform themselves into a believable mother\/daughter pair,4
wants,3
being very funny,4
"I liked the movie , but",3
good stuff,3
I 'd watch these two together again in a New York minute .,4
is widely seen and debated with appropriate ferocity and thoughtfulness,3
... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... The film 's ending has a `` What was it all for ? '',0
airhead,1
"was , by its moods , and by its subtly",3
"aims to be funny , uplifting and moving , sometimes all at once",3
fun to make than it is to sit through,1
Stevens ' vibrant creative instincts are the difference between this and countless other flicks about guys and dolls .,3
than romantic,3
"be transported into the life of Wladyslaw Szpilman , who is not only a pianist , but a good human being",3
"Saddled with an unwieldy cast of characters and angles , but the payoff is powerful and revelatory",3
"The overall effect is awe and affection -- and a strange urge to get on a board and , uh , shred , dude .",4
evocative,3
"sounds whiny and defensive , as if his life-altering experiences made him bitter and less mature",0
it 's something else altogether -- clownish and offensive and nothing at all like real life,0
The moral shrapnel and mental shellshock will linger long after this film has ended .,3
were watching monkeys flinging their feces at you .,0
realize your mind is being blown,3
got to admire ... the intensity with which he 's willing to express his convictions,4
Leguizamo and Jones are both excellent and,4
the proceedings as funny for grown-ups as for rugrats,4
"Another in a long line of ultra-violent war movies , this one is not quite what it could have been as a film , but the story and theme make up for it",3
"The filmmakers want nothing else than to show us a good time , and in their cheap , B movie way , they succeed .",3
see the point,2
"Entirely suspenseful , extremely well-paced and ultimately",4
It 's nice to see Piscopo again after all these years,4
solidly connect with one demographic while,3
is as consistently engaging as it is revealing .,4
the film compels,3
otherworldly,3
"Thanks largely to Williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film",1
best movie,3
's defiantly and delightfully against the grain,4
I mean that in the nicest possible way,3
life and beauty,3
recent memory,2
"In the director 's cut , the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes .",3
half a parsec -LRB- a nose -RRB- ahead of Generations,3
wit or innovation,3
There is a strong directorial stamp on every frame of this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye .,3
Robert Harmon 's less-is-more approach delivers real bump-in - the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film 's thick shadows,3
defies classification,3
remains the most wondrous of all Hollywood fantasies -- and the apex of Steven Spielberg 's misunderstood career .,3
Gentlemen,3
love the opening scenes of a wintry New York City in 1899,3
with taking insane liberties and doing the goofiest stuff out of left field,3
embraces life in public,3
a scrapbook of living mug shots,2
", but",2
"cuts against this natural grain , producing a work that 's more interested in asking questions than in answering them",3
achieve a shock-you-into-laughter intensity of almost Dadaist proportions .,4
"If you love the music , and I do , its hard to imagine having more fun watching a documentary ...",4
Chalk it up as the worst kind of hubristic folly .,0
Lots of effort and intelligence are on display,3
solid cast,3
one for this kind of movie,3
"wear over his head when he goes out into public , to avoid being recognized as the man who bilked unsuspecting moviegoers",1
very satisfying,4
the raw comic energy,3
thought-provoking,3
expect,2
is silly but strangely believable,3
heartwarming without stooping to gooeyness,4
its occasional charms,3
and sumptuous stream,3
and cinemantic flair,3
Definitely worth 95 minutes of your time .,4
unfocused,0
generous and subversive,3
unbearable,0
Every Day,2
make a nice coffee table book,3
Wilde,2
One of the very best movies,4
will touch the heart of anyone old enough to have earned a 50-year friendship,4
his spiritual survival,2
responsible for this illuminating comedy,3
is generous and deep,4
the director had released the outtakes theatrically and used the film as a bonus feature on the DVD,3
